embryo,feature,valid_regions,mean,std,minimum,maximum,official_mean,official_std,standardized_mean,fraction_outside_official_3std
44b6,t,1670799,49.05852229980985,28.263670059595334,0.0,99.0,463.26,555.78,-0.7452615741843718,0.0
44b6,z_um,1670799,51.14020350443111,28.915251905385492,0.0,102.375,2.938,7.6,6.342395197951462,0.7769169122078718
44b6,y_um,1670799,51.96893795273998,27.686850836225055,0.0,103.59375,356.49,195.88,-1.554630702712171,0.0
44b6,x_um,1670799,51.14020982625678,28.83387683911704,0.0,103.1875,344.91,226.1,-1.2992914204942203,0.0
44b6,equivalent_diameter_um,1670799,6.402791074609313,2.09323574254365,2.907775640487671,23.53660774230957,11.521,8.199,-0.6242479479681288,0.0
44b6,intensity_min,1670799,0.4260331089728702,0.1347112811602223,0.028081117197871208,1.1898071765899658,0.276,0.216,0.694597726726251,0.0002639455733454473
44b6,intensity_max,1670799,0.7181947607723123,0.21037641377761337,0.05683917552232742,3.0195164680480957,0.966,0.281,-0.8818691787462195,0.0006607617074226164
44b6,intensity_mean,1670799,0.5694006961290213,0.1528340921347723,0.0487033873796463,1.5075846910476685,0.574,0.193,-0.023830590005070578,0.00011850617578775185
44b6,intensity_std,1670799,0.07698281684006983,0.043168780852715756,0.00017541517445351928,0.6643121242523193,0.162,0.069,-1.2321330892743503,0.00018494145615361273
44b6,inertia_zz_um2,1670799,4.715340841394656,5.327673070911143,0.0,211.07083129882812,167.81,678.45,-0.24039304172541134,0.0
44b6,inertia_zy_um2,1670799,0.1977095411218195,2.824340687408018,-92.16875457763672,111.12723541259766,-0.027,3.167,0.07095343893963356,0.017541906596783934
44b6,inertia_zx_um2,1670799,-0.06916244234577114,2.8084268501155543,-94.89387512207031,128.0735321044922,0.05,2.875,-0.041447806033311704,0.021617800824635398
44b6,inertia_yz_um2,1670799,0.1977095411218195,2.824340687408018,-92.16875457763672,111.12723541259766,-0.027,3.167,0.07095343893963356,0.017541906596783934
44b6,inertia_yy_um2,1670799,10.351491096733188,13.547922224695562,0.0,460.2320556640625,87.012,512.92,-0.14945899731589102,0.0
44b6,inertia_yx_um2,1670799,-0.037651613769901345,1.5045857365614483,-43.900482177734375,75.53992462158203,-1.401,182.74,0.007460590928259268,0.0
44b6,inertia_xz_um2,1670799,-0.06916244234577114,2.8084268501155543,-94.89387512207031,128.0735321044922,0.05,2.875,-0.041447806033311704,0.021617800824635398
44b6,inertia_xy_um2,1670799,-0.037651613769901345,1.5045857365614483,-43.900482177734375,75.53992462158203,-1.401,182.74,0.007460590928259268,0.0
44b6,inertia_xx_um2,1670799,10.58454426861304,13.64078777352664,0.0,476.2631530761719,83.695,306.08,-0.23886061072721823,0.0
44b6,border_dist,1670799,0.1931722520414649,0.31513062434111966,0.0,1.0,0.009,0.078,2.361182718480319,0.26848052937546646
6bba,t,1785959,48.32013388885187,28.412322614803983,0.0,99.0,463.26,555.78,-0.7465901365848864,0.0
6bba,z_um,1785959,48.90576883343907,29.906089123656724,0.0,102.375,2.938,7.6,6.048390635978825,0.7329272396510782
6bba,y_um,1785959,49.40673548846866,28.755939113929117,0.0,103.59375,356.49,195.88,-1.5677111727155981,0.0
6bba,x_um,1785959,50.99833715037691,29.668549934453242,0.0,103.59375,344.91,226.1,-1.2999188980522915,0.0
6bba,equivalent_diameter_um,1785959,7.443545844506911,2.6753517936099778,2.907775640487671,41.79086685180664,11.521,8.199,-0.49731115446921453,1.6797698043460125e-06
6bba,intensity_min,1785959,0.3598336963563957,0.139742138426154,0.019736839458346367,1.6785469055175781,0.276,0.216,0.3881189646129431,8.286864368106995e-05
6bba,intensity_max,1785959,0.7130293130683771,0.2569896666468789,0.040062226355075836,3.6853063106536865,0.966,0.281,-0.9002515549168072,0.0025762069565986676
6bba,intensity_mean,1785959,0.5216038674583809,0.16078315769353507,0.035472575575113297,2.5428950786590576,0.574,0.193,-0.27148255202911403,0.0002267689235867117
6bba,intensity_std,1785959,0.08975149892348638,0.05991972245773395,2.9802322387695312e-08,0.863834023475647,0.162,0.069,-1.047079725746574,0.0013992482470202283
6bba,inertia_zz_um2,1785959,6.84908294620921,8.701785348605204,0.0,985.4404296875,167.81,678.45,-0.23724801688229166,0.0
6bba,inertia_zy_um2,1785959,0.3578394453955187,4.30569947208448,-251.44960021972656,297.6558532714844,-0.027,3.167,0.12151545481386762,0.03441288405836864
6bba,inertia_zx_um2,1785959,-0.13165954173006664,3.7900552254564603,-223.09860229492188,270.4041442871094,0.05,2.875,-0.06318592755828405,0.03555792714166451
6bba,inertia_yz_um2,1785959,0.3578394453955187,4.30569947208448,-251.44960021972656,297.6558532714844,-0.027,3.167,0.12151545481386762,0.03441288405836864
6bba,inertia_yy_um2,1785959,14.608926602756126,19.32650833469525,0.0,1025.211669921875,87.012,512.92,-0.14115860835460478,0.0
6bba,inertia_yx_um2,1785959,-0.047875030138249015,2.3138337961570565,-99.54216766357422,124.62577819824219,-1.401,182.74,0.007404645780134348,0.0
6bba,inertia_xz_um2,1785959,-0.13165954173006664,3.7900552254564603,-223.09860229492188,270.4041442871094,0.05,2.875,-0.06318592755828405,0.03555792714166451
6bba,inertia_xy_um2,1785959,-0.047875030138249015,2.3138337961570565,-99.54216766357422,124.62577819824219,-1.401,182.74,0.007404645780134348,0.0
6bba,inertia_xx_um2,1785959,15.20256530297335,19.965018229737655,0.0,1366.7183837890625,83.695,306.08,-0.2237729831972904,1.6797698043460125e-06
6bba,border_dist,1785959,0.22140620629279556,0.32743010744111695,0.0,1.0,0.009,0.078,2.723156490933276,0.30755801225000123
pooled,t,3456758,48.67702859152998,28.342971819054764,0.0,99.0,463.26,555.78,-0.7459479855490843,0.0
pooled,z_um,3456758,49.98576668514255,29.452514182729633,0.0,102.375,2.938,7.6,6.190495616466125,0.7541893300022738
pooled,y_um,3456758,50.64515753453091,28.273263101199102,0.0,103.59375,356.49,195.88,-1.561388822061819,0.0
pooled,x_um,3456758,51.066910283060025,29.26817486313716,0.0,103.59375,344.91,226.1,-1.2996156113088897,0.0
pooled,equivalent_diameter_um,3456758,6.940504547201709,2.467043158624649,2.907775640487671,41.79086685180664,11.521,8.199,-0.5586651363334909,8.678652078045382e-07
pooled,intensity_min,3456758,0.3918307040729304,0.1412617113975043,0.019736839458346367,1.6785469055175781,0.276,0.216,0.5362532595969,0.000170390869132291
pooled,intensity_max,3456758,0.7155259948894034,0.23562790666992608,0.040062226355075836,3.6853063106536865,0.966,0.281,-0.891366566229881,0.0016503903368416302
pooled,intensity_mean,3456758,0.5447061192058499,0.1587978839839792,0.035472575575113297,2.5428950786590576,0.574,0.193,-0.1517817657727983,0.0001744409067687122
pooled,intensity_std,3456758,0.08357984870779575,0.05288134976173749,2.9802322387695312e-08,0.863834023475647,0.162,0.069,-1.136523931771076,0.0008123218345050478
pooled,inertia_zz_um2,3456758,5.8177541187407975,7.346974716002223,0.0,985.4404296875,167.81,678.45,-0.23876814191356652,0.0
pooled,inertia_zy_um2,3456758,0.2804418132990307,3.6661033121799194,-251.44960021972656,297.6558532714844,-0.027,3.167,0.09707666981339776,0.026258419015736712
pooled,inertia_zx_um2,3456758,-0.10145202036056909,3.3518291304128116,-223.09860229492188,270.4041442871094,0.05,2.875,-0.05267896360367621,0.028820067820773107
pooled,inertia_yz_um2,3456758,0.2804418132990307,3.6661033121799194,-251.44960021972656,297.6558532714844,-0.027,3.167,0.09707666981339776,0.026258419015736712
pooled,inertia_yy_um2,3456758,12.551125916093184,16.918061531017415,0.0,1025.211669921875,87.012,512.92,-0.14517054137859087,0.0
pooled,inertia_yx_um2,3456758,-0.04293361571328236,1.9647646873196032,-99.54216766357422,124.62577819824219,-1.401,182.74,0.007431686463208479,0.0
pooled,inertia_xz_um2,3456758,-0.10145202036056909,3.3518291304128116,-223.09860229492188,270.4041442871094,0.05,2.875,-0.05267896360367621,0.028820067820773107
pooled,inertia_xy_um2,3456758,-0.04293361571328236,1.9647646873196032,-99.54216766357422,124.62577819824219,-1.401,182.74,0.007431686463208479,0.0
pooled,inertia_xx_um2,3456758,12.970478206859543,17.355181041938252,0.0,1366.7183837890625,83.695,306.08,-0.23106547893733814,8.678652078045382e-07
pooled,border_dist,3456758,0.20775952853023044,0.3218533913055768,0.0,1.0,0.009,0.078,2.548199083720903,0.2886701932851533
